mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
319	314	1255/2	1275/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4425									
319	314	626	636	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4426							408		
319	314	1253/2	1273/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4427									
319	314	627	637	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4428							409		
319	314	1255/2	1275/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4429									
320	315	628	638	0.0		0	0	Dynamic	2/4	1	1	0					pp								
320	315	628	638	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	4430		articStaccatoAbove							
320	315	629	639	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	4431		articStaccatoAbove							
320	315	628	638	0.0		0	0	Dynamic	2/4	2	1	0					pp								
320	315	628	638	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4432		articStaccatoAbove							
320	315	629	639	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4433		articStaccatoAbove							
320	315	628	638	0.0		0	0	Dynamic	2/4	3	1	0					pp								
320	315	628	638	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4434		articStaccatoAbove							
320	315	629	639	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4435		articStaccatoAbove							
320	315	628	638	0.0		0	0	Dynamic	2/4	4	1	0					pp								
320	315	628	638	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	4436		articStaccatoAbove							
320	315	629	639	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	4437		articStaccatoAbove							
321	316	630	640	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	4438		articStaccatoAbove							
321	316	630	640	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4439		articStaccatoAbove							
321	316	630	640	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4440		articStaccatoAbove							
321	316	631	641	0.0		1/4	1/4	StaffText	2/4	3	1	0							"<font size=""6.7""/>ten."						
321	316	631	641	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4441									
321	316	630	640	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	4442		articStaccatoAbove							
322	317	632	642	0.0		0	0	Dynamic	2/4	1	1	0					pp								
322	317	632	642	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	4443		articStaccatoAbove							
322	317	633	643	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	4444		articStaccatoAbove							
322	317	632	642	0.0		0	0	Dynamic	2/4	2	1	0					pp								
322	317	632	642	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4445		articStaccatoBelow							
322	317	633	643	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4446		articStaccatoBelow							
322	317	632	642	0.0		0	0	Dynamic	2/4	3	1	0					pp								
322	317	632	642	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4447		articStaccatoAbove							
322	317	633	643	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4448		articStaccatoAbove							
322	317	632	642	0.0		0	0	Dynamic	2/4	4	1	0					pp								
322	317	632	642	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	4449		articStaccatoAbove							
322	317	633	643	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	4450		articStaccatoAbove							
323	318	634	644	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	4451		articStaccatoAbove							
323	318	634	644	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	4452		articStaccatoBelow							
323	318	635	645	0.0		1/4	1/4	StaffText	2/4	2	1	0							"<font size=""6.7""/>ten."						
323	318	635	645	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	4453									
323	318	634	644	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	4454		articStaccatoAbove							
323	318	635	645	0.0		1/4	1/4	StaffText	2/4	3	1	0							"<font size=""6.7""/>ten."						
323	318	635	645	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	4455									
323	318	634	644	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	4456		articStaccatoAbove							
323	318	635	645	0.0		1/4	1/4	StaffText	2/4	4	1	0							"<font size=""6.7""/>ten."						
323	318	635	645	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	4457									
324	319	636	646	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	4458							410		
324	319	2545/4	2585/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4459							410		
324	319	1273/2	1293/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4460							410		
324	319	2547/4	2587/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4461							410		
324	319	637	647	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4462							410		
324	319	2549/4	2589/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4463							410		
324	319	1275/2	1295/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4464							410		
324	319	2551/4	2591/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4465									
324	319	636	646	0.0		0	0	Dynamic	2/4	2	1	0					pp								
324	319	636	646	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	4466							411		
324	319	2545/4	2585/4	0.0		1/16	1/16	Dynamic	2/4	3	1	0					pp						411		
324	319	2545/4	2585/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4467							411		
324	319	1273/2	1293/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	4468							411		
324	319	2547/4	2587/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4469							411		
324	319	637	647	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4470							411		
324	319	2549/4	2589/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4471							411		
324	319	1275/2	1295/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	4472							411		
324	319	2551/4	2591/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4473									
324	319	636	646	0.0		0	0	Dynamic	2/4	4	1	0					pp								
324	319	636	646	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	4474							412		
324	319	2545/4	2585/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4475							412		
324	319	1273/2	1293/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	4476							412		
324	319	2547/4	2587/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4477							412		
324	319	637	647	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4478							412		
324	319	2549/4	2589/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4479							412		
324	319	1275/2	1295/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	4480							412		
324	319	2551/4	2591/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4481									
325	320	638	648	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4482		articStaccatoBelow							
325	320	1277/2	1297/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4483		articStaccatoBelow							
325	320	639	649	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4484		articStaccatoBelow							
325	320	1279/2	1299/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4485		articStaccatoBelow							
325	320	638	648	0.0		0	0	Dynamic	2/4	2	1	0					pp								
325	320	638	648	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	4486							413		
325	320	2553/4	2593/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4487							413		
325	320	1277/2	1297/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4488							413		
325	320	2555/4	2595/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4489							413		
325	320	639	649	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4490							413		
325	320	2557/4	2597/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4491							413		
325	320	1279/2	1299/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4492							413		
325	320	2559/4	2599/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4493									
325	320	638	648	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	4494		articStaccatoBelow							
325	320	1277/2	1297/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4495		articStaccatoBelow							
325	320	639	649	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	4496		articStaccatoBelow							
325	320	1279/2	1299/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4497		articStaccatoBelow							
325	320	638	648	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	4498							414		
325	320	2553/4	2593/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4499							414		
325	320	1277/2	1297/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	4500							414		
325	320	2555/4	2595/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4501							414		
325	320	639	649	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4502							414		
325	320	2557/4	2597/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4503							414		
325	320	1279/2	1299/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	4504							414		
325	320	2559/4	2599/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4505									
326	321	640	650	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	4506		articStaccatoAbove							
326	321	1281/2	1301/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4507		articStaccatoAbove							
326	321	641	651	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4508		articStaccatoAbove							
326	321	1283/2	1303/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4509		articStaccatoAbove							
326	321	640	650	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	4510							415		
326	321	2561/4	2601/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4511							415		
326	321	1281/2	1301/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4512							415		
326	321	2563/4	2603/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4513									
326	321	641	651	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4514							416		
326	321	2565/4	2605/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4515							416		
326	321	1283/2	1303/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4516							416		
326	321	2567/4	2607/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4517									
326	321	640	650	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	4518		articStaccatoAbove							
326	321	1281/2	1301/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4519		articStaccatoAbove							
326	321	641	651	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	4520		articStaccatoAbove							
326	321	1283/2	1303/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4521		articStaccatoAbove							
326	321	640	650	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	4522							417		
326	321	2561/4	2601/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4523							417		
326	321	1281/2	1301/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	4524							417		
326	321	2563/4	2603/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4525							417		
326	321	641	651	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4526							417		
326	321	2565/4	2605/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4527							417		
326	321	1283/2	1303/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	4528							417		
326	321	2567/4	2607/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4529									
327	322	642	652	0.0		0	0	StaffText	2/4	1	1	0							<i>cresc.</i>						
327	322	642	652	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	4530							418		
327	322	1287/2	1307/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4531									
327	322	642	652	0.0		0	0	StaffText	2/4	2	1	0							<i>cresc.</i>						
327	322	642	652	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	4532							419		
327	322	2569/4	2609/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4533							419		
327	322	1285/2	1305/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4534							419		
327	322	2571/4	2611/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4535							419		
327	322	643	653	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4536							419		
327	322	2573/4	2613/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4537							419		
327	322	1287/2	1307/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4538							419		
327	322	2575/4	2615/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4539									
327	322	642	652	0.0		0	0	StaffText	2/4	3	1	0							<i>cresc.</i>						
327	322	642	652	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	4540							420		
327	322	2569/4	2609/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4541							420		
327	322	1285/2	1305/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	4542							420		
327	322	2571/4	2611/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4543							420		
327	322	643	653	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4544							420		
327	322	2573/4	2613/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4545							420		
327	322	1287/2	1307/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	4546							420		
327	322	2575/4	2615/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4547									
327	322	642	652	0.0		0	0	StaffText	2/4	4	1	0							<i>cresc.</i>						
327	322	642	652	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	4548							421		
327	322	2569/4	2609/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4549							421		
327	322	1285/2	1305/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	4550							421		
327	322	2571/4	2611/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4551							421		
327	322	643	653	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4552							421		
327	322	2573/4	2613/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4553							421		
327	322	1287/2	1307/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	4554							421		
327	322	2575/4	2615/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4555									
328	323	644	654	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	4556									
328	323	2577/4	2617/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4557									
328	323	1289/2	1309/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4558									
328	323	2579/4	2619/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4559									
328	323	645	655	0.0		1/4	1/4	Dynamic	2/4	1	1	0					sf								
328	323	645	655	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4560									
328	323	2581/4	2621/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4561									
328	323	1291/2	1311/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4562									
328	323	2583/4	2623/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4563									
328	323	644	654	0.0		0	0	Dynamic	2/4	2	1	0					f								
328	323	644	654	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	4564		articStaccatoAbove							
328	323	1289/2	1309/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	4565		articStaccatoAbove							
328	323	645	655	0.0		1/4	1/4	Dynamic	2/4	2	1	0					sf								
328	323	645	655	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	4566		articStaccatoAbove							
328	323	1291/2	1311/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	4567		articStaccatoAbove							
328	323	644	654	0.0		0	0	Dynamic	2/4	3	1	0					f								
328	323	644	654	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	4568		articStaccatoAbove							
328	323	1289/2	1309/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4569		articStaccatoAbove							
328	323	645	655	0.0		1/4	1/4	Dynamic	2/4	3	1	0					sf								
328	323	645	655	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	4570		articStaccatoAbove							
328	323	1291/2	1311/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4571		articStaccatoAbove							
328	323	644	654	0.0		0	0	Dynamic	2/4	4	1	0					f								
328	323	644	654	0.0		0	0	Dynamic	2/4	4	1	0					f								
328	323	644	654	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4572		articStaccatoAbove							
328	323	1289/2	1309/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4573		articStaccatoAbove							
328	323	645	655	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf								
328	323	645	655	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4574		articStaccatoAbove							
328	323	1291/2	1311/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4575		articStaccatoAbove							
329	324	646	656	0.0		0	0	Dynamic	2/4	1	1	0					sf								
329	324	646	656	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	4576									
329	324	2585/4	2625/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4577									
329	324	1293/2	1313/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4578									
329	324	2587/4	2627/4	0.0		3/16	3/16	Dynamic	2/4	1	1	0					sf								
329	324	2587/4	2627/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4579									
329	324	647	657	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4580									
329	324	2589/4	2629/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4581									
329	324	1295/2	1315/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4582									
329	324	2591/4	2631/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4583									
329	324	646	656	0.0		0	0	Dynamic	2/4	2	1	0					sf								
329	324	646	656	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	4584		articStaccatoAbove							
329	324	1293/2	1313/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	4585		articStaccatoAbove							
329	324	647	657	0.0		1/4	1/4	Dynamic	2/4	2	1	0					sf								
329	324	647	657	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	4586		articStaccatoAbove							
329	324	1295/2	1315/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	4587		articStaccatoAbove							
329	324	646	656	0.0		0	0	Dynamic	2/4	3	1	0					sf								
329	324	646	656	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	4588		articStaccatoAbove							
329	324	1293/2	1313/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4589		articStaccatoAbove							
329	324	647	657	0.0		1/4	1/4	Dynamic	2/4	3	1	0					sf								
329	324	647	657	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	4590		articStaccatoAbove							
329	324	1295/2	1315/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4591		articStaccatoAbove							
329	324	646	656	0.0		0	0	Dynamic	2/4	4	1	0					sf								
329	324	646	656	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4592		articStaccatoBelow							
329	324	1293/2	1313/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4593		articStaccatoBelow							
329	324	647	657	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf								
329	324	647	657	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4594		articStaccatoBelow							
329	324	1295/2	1315/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4595		articStaccatoBelow							
330	325	648	658	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	4596									
330	325	2593/4	2633/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4597									
330	325	1297/2	1317/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4598									
330	325	2595/4	2635/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4599									
330	325	649	659	0.0		1/4	1/4	Dynamic	2/4	1	1	0					sf								
330	325	649	659	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4600									
330	325	2597/4	2637/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4601									
330	325	1299/2	1319/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4602									
330	325	2599/4	2639/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4603									
330	325	648	658	0.0		0	0	Dynamic	2/4	2	1	0					sf								
330	325	648	658	0.0		0	0	Dynamic	2/4	2	1	0					sf								
330	325	648	658	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	4604		articStaccatoBelow							
330	325	1297/2	1317/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	4605		articStaccatoBelow							
330	325	649	659	0.0		1/4	1/4	Dynamic	2/4	2	1	0					sf								
330	325	649	659	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	4606		articStaccatoBelow							
330	325	1299/2	1319/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	4607		articStaccatoBelow							
330	325	648	658	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	4608		articStaccatoBelow							
330	325	1297/2	1317/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4609		articStaccatoBelow							
330	325	649	659	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	4610		articStaccatoBelow							
330	325	1299/2	1319/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4611		articStaccatoBelow							
330	325	648	658	0.0		0	0	Dynamic	2/4	4	1	0					sf								
330	325	648	658	0.0		0	0	Dynamic	2/4	4	1	0					sf								
330	325	648	658	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4612		articStaccatoBelow							
330	325	1297/2	1317/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4613		articStaccatoBelow							
330	325	649	659	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf								
330	325	649	659	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf								
330	325	649	659	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4614		articStaccatoBelow							
330	325	1299/2	1319/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4615		articStaccatoBelow							
331	326	650	660	0.0		0	0	Dynamic	2/4	1	1	0					sf								
331	326	650	660	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	4616									
331	326	2601/4	2641/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4617									
331	326	1301/2	1321/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4618									
331	326	2603/4	2643/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4619									
331	326	651	661	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4620									
331	326	2605/4	2645/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4621									
331	326	1303/2	1323/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4622									
331	326	2607/4	2647/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4623									
331	326	650	660	0.0		0	0	Dynamic	2/4	2	1	0					sf								
331	326	650	660	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	4624									
331	326	2601/4	2641/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4625									
331	326	1301/2	1321/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4626									
331	326	2603/4	2643/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4627									
331	326	651	661	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4628									
331	326	2605/4	2645/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4629									
331	326	1303/2	1323/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4630									
331	326	2607/4	2647/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4631									
331	326	650	660	0.0		0	0	Dynamic	2/4	3	1	0					sf								
331	326	650	660	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	4632									
331	326	2601/4	2641/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4633									
331	326	1301/2	1321/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	4634									
331	326	2603/4	2643/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4635									
331	326	651	661	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4636									
331	326	2605/4	2645/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4637									
331	326	1303/2	1323/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	4638									
331	326	2607/4	2647/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4639									
331	326	650	660	0.0		0	0	Dynamic	2/4	4	1	0					sf								
331	326	650	660	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	4640							422		
331	326	1301/2	1321/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4641							422		
331	326	651	661	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	4642							422		
331	326	1303/2	1323/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4643									
332	327	652	662	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	4644									
332	327	2609/4	2649/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4645									
332	327	1305/2	1325/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4646									
332	327	2611/4	2651/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4647									
332	327	653	663	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4648									
332	327	2613/4	2653/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4649									
332	327	1307/2	1327/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4650									
332	327	2615/4	2655/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4651									
