mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
219	219	654	654	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	2617									643				
219	219	656	656	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2618									643				
219	219	654	654	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2619													
219	219	656	656	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2620									644				
219	219	654	654	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	2621													
219	219	656	656	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2622													
219	219	654	654	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	2623													
219	219	656	656	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2624									645				
220	220	657	657	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	2625													
220	220	659	659	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f												
220	220	659	659	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2626													
220	220	657	657	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	2627													
220	220	659	659	0.0	1/2	1/2	Dynamic	3/4	2	1	0					f												
220	220	659	659	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2628													
220	220	657	657	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	2629													
220	220	659	659	0.0	1/2	1/2	Dynamic	3/4	3	1	0					f												
220	220	659	659	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2630													
220	220	657	657	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	2631													
220	220	659	659	0.0	1/2	1/2	Dynamic	3/4	4	1	0					ff												
220	220	659	659	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2632									646				
220	220	1319/2	1319/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2633									646				
221	221	660	660	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2634													
221	221	662	662	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf												
221	221	662	662	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2635													
221	221	660	660	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2636													
221	221	662	662	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
221	221	662	662	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2637													
221	221	660	660	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2638													
221	221	662	662	0.0	1/2	1/2	Dynamic	3/4	3	1	0					sf												
221	221	662	662	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2639													
221	221	660	660	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2640									646				
221	221	1321/2	1321/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2641									646				
221	221	661	661	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2642													
221	221	662	662	0.0	1/2	1/2	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>sempre ff</i>"										
221	221	662	662	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2643									647				
221	221	1325/2	1325/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2644									647				
222	222	663	663	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2645													
222	222	665	665	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf												
222	222	665	665	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2646													
222	222	663	663	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2647													
222	222	665	665	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
222	222	665	665	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2648													
222	222	663	663	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2649													
222	222	665	665	0.0	1/2	1/2	Dynamic	3/4	3	1	0					sf												
222	222	665	665	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2650													
222	222	663	663	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2651									647				
222	222	1327/2	1327/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2652									647				
222	222	664	664	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2653													
222	222	665	665	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2654									648				
222	222	1331/2	1331/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2655									648				
223	223	666	666	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2656													
223	223	668	668	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf												
223	223	668	668	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2657													
223	223	666	666	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2658													
223	223	668	668	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
223	223	668	668	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2659													
223	223	666	666	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2660													
223	223	1335/2	1335/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0					sf												
223	223	668	668	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2661													
223	223	666	666	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2662									648				
223	223	1333/2	1333/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2663									648				
223	223	667	667	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2664													
223	223	668	668	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2665									649				
223	223	1337/2	1337/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2666									649				
224	224	669	669	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2667													
224	224	671	671	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p												
224	224	671	671	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2668									650				
224	224	669	669	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2669													
224	224	669	669	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2670													
224	224	669	669	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2671									649				
224	224	1339/2	1339/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2672									649				
224	224	670	670	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2673													
225	225	672	672	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2674													
225	225	672	672	0.0	0	0	Dynamic	3/4	4	1	0					p												
225	225	1345/2	1345/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2675									651				
225	225	673	673	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2676									651				
225	225	1347/2	1347/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2677									651				
225	225	674	674	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2678									651				
225	225	1349/2	1349/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2679									651				
226	226	675	675	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2680									652				
226	226	676	676	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2681													
226	226	677	677	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2682		articStaccatoAbove											
226	226	677	677	0.0	1/2	1/2	Dynamic	3/4	3	1	0					p												
226	226	677	677	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2683									653				
226	226	1355/2	1355/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2684									653				
226	226	675	675	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2685									651				
226	226	1351/2	1351/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2686									651				
226	226	676	676	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2687									651				
226	226	1353/2	1353/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2688									651				
226	226	677	677	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2689									651				
226	226	1355/2	1355/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2690													
227	227	678	678	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2691									654				
227	227	680	680	0.0	1/2	1/2	Dynamic	3/4	2	1	0					p												
227	227	680	680	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2692									655				
227	227	1361/2	1361/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2693									655				
227	227	678	678	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2694									653				
227	227	1357/2	1357/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2695									653				
227	227	679	679	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2696									653				
227	227	1359/2	1359/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2697									653				
227	227	680	680	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2698									653				
227	227	1361/2	1361/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2699									653				
227	227	678	678	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	2700													
228	228	681	681	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2701									654				
228	228	682	682	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2702													
228	228	683	683	0.0	1/2	1/2	Dynamic	3/4	1	1	0					ff												
228	228	683	683	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2703													
228	228	681	681	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2704									655				
228	228	1363/2	1363/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2705									655				
228	228	682	682	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2706									655				
228	228	1365/2	1365/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2707													
228	228	683	683	0.0	1/2	1/2	Dynamic	3/4	2	1	0					ff												
228	228	683	683	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2708													
228	228	681	681	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2709									653				
228	228	1363/2	1363/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2710									653				
228	228	682	682	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2711									653				
228	228	1365/2	1365/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2712													
228	228	683	683	0.0	1/2	1/2	Dynamic	3/4	3	1	0					ff												
228	228	683	683	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2713													
228	228	683	683	0.0	1/2	1/2	Dynamic	3/4	4	1	0					ff												
228	228	683	683	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2714									656				
228	228	1367/2	1367/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2715									656				
229	229	684	684	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2716													
229	229	686	686	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf												
229	229	686	686	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2717													
229	229	684	684	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2718													
229	229	686	686	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
229	229	686	686	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2719													
229	229	684	684	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2720													
229	229	686	686	0.0	1/2	1/2	Dynamic	3/4	3	1	0					sf												
229	229	686	686	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2721													
229	229	684	684	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2722									656				
229	229	1369/2	1369/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2723									656				
229	229	685	685	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2724													
229	229	686	686	0.0	1/2	1/2	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>sempre ff</i>"										
229	229	686	686	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2725									657				
229	229	1373/2	1373/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2726									657				
230	230	687	687	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2727													
230	230	689	689	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf												
230	230	689	689	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2728													
230	230	687	687	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2729													
230	230	689	689	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
230	230	689	689	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2730													
230	230	687	687	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2731													
230	230	1377/2	1377/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0					sf												
230	230	689	689	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2732													
230	230	687	687	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2733									657				
230	230	1375/2	1375/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2734									657				
230	230	688	688	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2735													
230	230	689	689	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2736									658				
230	230	1379/2	1379/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2737									658				
231	231	690	690	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2738													
231	231	692	692	0.0	1/2	1/2	Dynamic	3/4	1	1	0					sf												
231	231	692	692	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2739													
231	231	690	690	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2740													
231	231	692	692	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf												
231	231	692	692	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2741													
231	231	690	690	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2742													
231	231	1383/2	1383/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0					sf												
231	231	692	692	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2743													
231	231	690	690	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2744									658				
231	231	1381/2	1381/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2745									658				
231	231	691	691	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2746													
231	231	692	692	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2747									659				
231	231	1385/2	1385/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2748									659				
232	232	693	693	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	2749													
232	232	695	695	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p												
232	232	695	695	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2750									660				
232	232	693	693	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	2751													
232	232	693	693	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	2752													
232	232	693	693	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2753									659				
232	232	1387/2	1387/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2754									659				
232	232	694	694	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2755													
232	232	695	695	0.0	1/2	1/2	Dynamic	3/4	4	1	0					p												
232	232	695	695	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2756													
233	233	696	696	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2757													
233	233	696	696	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2758									661				
233	233	1393/2	1393/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2759									661				
233	233	697	697	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2760									661				
233	233	1395/2	1395/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2761									661				
233	233	698	698	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2762									661				
233	233	1397/2	1397/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2763									661				
234	234	699	699	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2764									662				
234	234	700	700	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2765													
234	234	701	701	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2766		articStaccatoAbove											
234	234	701	701	0.0	1/2	1/2	Dynamic	3/4	2	1	0					p												
234	234	701	701	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2767									663				
234	234	1403/2	1403/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2768													
234	234	699	699	0.0	0	0	Dynamic	3/4	3	1	0					p												
234	234	699	699	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2769									664				
234	234	1399/2	1399/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2770									664				
234	234	700	700	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2771									664				
234	234	1401/2	1401/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2772									664				
234	234	701	701	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2773									664				
234	234	1403/2	1403/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2774													
234	234	699	699	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2775									661				
234	234	1399/2	1399/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2776													
235	235	702	702	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2777									665				
235	235	1405/2	1405/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2778									665				
235	235	703	703	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2779									665				
235	235	1407/2	1407/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2780									665				
235	235	704	704	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2781									665				
235	235	1409/2	1409/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2782									665				
235	235	702	702	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2783													
235	235	702	702	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	2784													
235	235	702	702	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2785									666				
235	235	1405/2	1405/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2786									666				
235	235	703	703	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2787									666				
235	235	1407/2	1407/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2788									666				
235	235	704	704	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2789									666				
235	235	1409/2	1409/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2790									666				
236	236	705	705	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2791									665				
236	236	1411/2	1411/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2792									665				
236	236	706	706	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2793									665				
236	236	1413/2	1413/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2794									665				
236	236	707	707	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2795									665				
236	236	1415/2	1415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2796													
236	236	705	705	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2797									667				
236	236	706	706	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2798													
236	236	707	707	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2799		articStaccatoAbove											
236	236	705	705	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	2800									668				
236	236	706	706	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2801													
236	236	707	707	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2802		articStaccatoAbove											
236	236	705	705	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2803									666				
236	236	1411/2	1411/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2804									666				
236	236	706	706	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2805									666				
236	236	1413/2	1413/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2806									666				
236	236	707	707	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2807									666				
236	236	1415/2	1415/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2808													
237	237	708	708	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
237	237	708	708	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2809									669				
237	237	708	708	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
237	237	708	708	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2810									670				
237	237	1417/2	1417/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2811									670				
237	237	709	709	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2812									670				
237	237	1419/2	1419/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2813									670				
237	237	710	710	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2814									670				
237	237	1421/2	1421/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2815									670				
237	237	708	708	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
237	237	708	708	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2816									671				
237	237	1417/2	1417/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2817									671				
237	237	709	709	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2818									671				
237	237	1419/2	1419/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2819									671				
237	237	710	710	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2820									671				
237	237	1421/2	1421/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2821									671				
238	238	711	711	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2822									669				
238	238	712	712	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2823													
238	238	713	713	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2824		articStaccatoAbove											
238	238	711	711	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"										
238	238	711	711	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2825													
238	238	711	711	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2826									670				
238	238	1423/2	1423/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2827									670				
238	238	712	712	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2828									670				
238	238	1425/2	1425/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2829									670				
238	238	713	713	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2830									670				
238	238	1427/2	1427/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2831													
238	238	711	711	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2832									671				
238	238	1423/2	1423/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2833									671				
238	238	712	712	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2834									671				
238	238	1425/2	1425/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2835									671				
238	238	713	713	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2836									671				
238	238	1427/2	1427/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2837													
239	239	714	714	0.0	0	0	StaffText	3/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
239	239	714	714	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2838									672				
239	239	715	715	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2839									672				
239	239	716	716	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2840									672				
239	239	714	714	0.0	0	0	StaffText	3/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
239	239	714	714	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2841									673				
239	239	1429/2	1429/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2842									673				
239	239	715	715	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2843									673				
239	239	1431/2	1431/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2844									673				
239	239	716	716	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2845									673				
239	239	1433/2	1433/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2846									673				
239	239	714	714	0.0	0	0	StaffText	3/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
239	239	714	714	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	2847									674				
239	239	1429/2	1429/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2848									674				
239	239	715	715	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2849									674				
239	239	1431/2	1431/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2850									674				
239	239	716	716	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2851									674				
239	239	1433/2	1433/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2852									674				
239	239	714	714	0.0	0	0	StaffText	3/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"										
239	239	714	714	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	2853									675				
239	239	1429/2	1429/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	2854									675				
239	239	715	715	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	2855									675				
239	239	1431/2	1431/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	2856									675				
239	239	716	716	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2857									675				
239	239	1433/2	1433/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2858									675				
240	240	717	717	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2859									672				
240	240	718	718	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2860									672				
